symbol,strategy_name,strategy_option,end_date,"全期間騰落率_複利","利益率3か月","利益率1年","利益率3年","利益率15年","最大ドローダウン","最大ドローダウン3か月","最大ドローダウン1年","最大ドローダウン3年","最大ドローダウン15年","期待利益率3か月","期待利益率3か月long","期待利益率3か月short","期待利益率1年","期待利益率1年long","期待利益率1年short","期待利益率3年","期待利益率3年long","期待利益率3年short","期待利益率15年","期待利益率15年long","期待利益率15年short","全期間期待利益率","全期間期待利益率long","全期間期待利益率short","利益率3か月long","利益率3か月short","利益率1年long","利益率1年short","利益率3年long","利益率3年short","利益率15年long","利益率15年short","勝率","平均取引期間","取引数","取引数long","取引数short","ペイオフレシオ"
1801.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,2383.0121,-0.0011,-0.1747,-0.1793,1.5939,0.6541,0.1406,0.3304,0.5104,0.5357,0,0.0043,-0.0053,-0.0007,-0.0005,-0.003,-0.0002,0,-0.0013,0.0004,0.0016,0.0005,0.0031,0.0043,0.002,0.047,-0.0481,-0.0208,-0.1539,-0.0001,-0.1792,1.2061,0.3878,37.9093,3.2897,794,389,405,1.8385
6803.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,2057.9166,-0.015,0.2079,0.9583,4.8749,0.3629,0.0002,0.031,0.0827,0.3207,-0.0002,-0.0017,0.0003,0.0008,-0.0047,0.0066,0.0013,0.0028,0.0037,0.0013,0.0046,0.0025,0.0072,0.0092,0.0053,-0.0187,0.0037,-0.1659,0.3738,0.3129,0.6454,3.0264,1.8485,29.916,3.8773,595,289,306,5.7418
3101.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,2049.4858,0.0172,0.4052,0.5342,2.6193,0.5007,0.0272,0.0272,0.0684,0.5007,0.0003,0.0048,-0.0074,0.0016,0.0007,0.006,0.0007,0.0002,0.0031,0.0007,0.0011,0.0024,0.0047,0.003,0.0066,0.091,-0.0738,0.0418,0.3634,0.0368,0.4974,0.8581,1.7612,40.5714,3.78,700,367,333,2.3362
8595.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,2030.8853,0.0674,0.0271,-0.7162,1.9086,0.6426,0.0098,0.0292,0.3279,0.5896,0.0011,0.0052,-0.0016,0.0001,0.0003,0.0002,-0.0009,-0.0016,-0.0034,0.0005,0.0015,0.001,0.0033,0.0031,0.0036,0.0938,-0.0264,0.0186,0.0085,-0.2507,-0.4655,1.111,0.7976,34.1814,2.8949,904,441,463,2.217
9005.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,2026.8899,-0.0729,0.2172,0.2798,1.9159,0.7725,0.0653,0.0815,0.1276,0.5171,-0.0012,-0.0019,-0.0056,0.0009,0.0028,0.0016,0.0004,0.0009,0.0009,0.0005,0.0011,0.0014,0.0027,0.0022,0.0032,-0.0169,-0.056,0.1339,0.0833,0.1415,0.1383,0.8221,1.0938,40.8971,3.5145,758,378,380,1.8631
6269.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1958.5205,0.1479,0.4675,0.8285,3.0977,0.5156,0.0077,0.0162,0.0816,0.5156,0.0023,0.0127,0.0052,0.0019,0.0069,0.0035,0.0011,0.004,0.001,0.0008,0.002,0.002,0.0046,0.0047,0.0044,0.1015,0.0464,0.3119,0.1556,0.6763,0.1522,1.6063,1.4914,39.2265,3.2334,724,365,359,2.4219
5541.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1918.2793,0.3089,0.3126,0.1324,3.1075,0.7895,0.0096,0.0521,0.1391,0.6027,0.0049,0.0108,0.0098,0.0012,-0.0001,0.0052,0.0002,-0.0008,0.002,0.0008,0.0019,0.0021,0.004,0.004,0.0039,0.1625,0.1464,-0.0028,0.3154,-0.1342,0.2666,1.5454,1.5621,31.1981,3.0071,843,422,421,2.9023
5726.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1905.2624,0.152,-0.0823,-0.1192,2.5427,0.7541,0.0165,0.0936,0.1655,0.7541,0.0024,0.0091,-0.0024,-0.0003,-0.0026,0.0009,-0.0002,0.0006,-0.0015,0.0007,0.0018,0.0017,0.0034,0.0041,0.0026,0.1812,-0.0292,-0.1307,0.0484,0.091,-0.2102,1.2593,1.2834,33.6658,2.8429,802,403,399,2.5363
5471.T,Bollingerband/DailyTrail,SMA3SD1.1,2019-09-20,1847.9623,0.0242,0.2691,0.1888,2.6444,0.756,0.0101,0.0317,0.1516,0.756,0.0004,-0.0038,0.0088,0.0011,0.0012,0.0041,0.0002,0.0009,0.0003,0.0007,0.0022,0.0012,0.0038,0.0051,0.0024,-0.0459,0.0701,0.054,0.2151,0.1439,0.0449,1.7492,0.8952,36.6667,3.1512,840,416,424,2.2584
5803.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1814.8153,0.1539,0.324,0.3519,1.1968,0.9165,0.0211,0.112,0.2762,0.8878,0.0024,0.005,0.0048,0.0013,0.0012,0.0041,0.0005,0.0003,0.0022,0.0003,0.0013,0.0003,0.0026,0.0039,0.0013,0.1009,0.053,0.072,0.252,0.0397,0.3122,0.9573,0.2395,35.0962,3.1839,832,413,419,2.1963
5707.T,Bollingerband/DailyTrail,SMA23SD1.2,2019-09-20,1806.7865,0.0189,0.0369,0.3089,3.961,0.7638,0.0123,0.0597,0.1475,0.6923,0.0003,-0.01,0.0063,0.0001,-0.0064,0.0034,0.0004,0.0019,0.0009,0.0011,0.0035,0.003,0.0057,0.0065,0.0048,-0.05,0.0689,-0.122,0.1589,0.2066,0.1023,2.327,1.634,37.6812,3.066,621,330,291,2.4518
7550.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1756.3647,-0.0265,0.1712,0.5607,4.3136,0.6183,0.0408,0.0416,0.0416,0.6183,-0.0004,0.0017,-0.008,0.0007,0.0027,-0.0001,0.0007,0.0027,0.0005,0.0012,0.0036,0.0012,0.0087,0.0121,0.0047,0.0372,-0.0637,0.1779,-0.0067,0.5065,0.0542,3.537,0.7766,43.4959,3.9566,738,392,346,2.1467
2792.T,Bollingerband/DailyTrail,SMA3SD1.1,2019-09-20,1708.3003,0.1424,0.3538,0.675,6.3263,0.5515,0.0204,0.0204,0.0204,0.5515,0.0023,0.0118,-0.0063,0.0014,0.0048,0.0016,0.0009,0.0023,0.0017,0.0018,0.0048,0.0036,0.0107,0.0123,0.0091,0.2118,-0.0694,0.2593,0.0945,0.3892,0.2858,3.5604,2.7659,40.9781,3.5902,593,289,304,2.8999
8086.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1678.5528,0.0009,0.1337,0.4013,1.509,0.6045,0.0185,0.046,0.1311,0.6045,0,-0.0014,0.0016,0.0005,-0.001,0.0025,0.0005,0.0011,0.0012,0.0004,0.0014,0.0006,0.0033,0.0044,0.0021,-0.0287,0.0296,-0.0555,0.1892,0.1991,0.2022,1.1129,0.3961,41.2615,3.6032,761,391,370,2.0019
6501.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1666.6656,0.2622,0.3506,0.1061,2.0315,0.8809,0.0222,0.2338,0.6829,0.8601,0.0042,0.0114,0.005,0.0014,0.0053,0.0015,0.0001,0.0018,-0.0011,0.0005,0.0016,0.001,0.0024,0.0029,0.0019,0.1818,0.0804,0.268,0.0826,0.2749,-0.1688,1.2521,0.7794,37.3853,3.2064,872,442,430,1.76
6141.T,Bollingerband/DailyTrail,SMA3SD1.3,2019-09-20,1652.1539,0.1786,0.5998,0.9197,3.5307,0.691,0.1282,0.1902,0.44,0.691,0.0028,0.0093,0.0016,0.0024,0.0046,0.0053,0.0012,0.0046,0.0013,0.001,0.0035,0.0009,0.0043,0.0076,0.0009,0.1578,0.0208,0.2802,0.3196,0.7415,0.1782,2.8868,0.6439,35.5422,3.053,830,426,404,2.4294
7004.T,Bollingerband/DailyTrail,SMA3SD2.0,2019-09-20,1648.373,0.1917,0.1973,0.4138,1.8837,0.4475,0.0067,0.0342,0.0618,0.4475,0.003,0.0078,0.0101,0.0008,-0.001,0.0056,0.0005,-0.0005,0.0039,0.0005,0.0019,0.0025,0.0069,0.0058,0.008,0.0705,0.1212,-0.0275,0.2248,-0.0534,0.4672,0.8524,1.0313,37.9221,3.9247,385,197,188,2.4826
6460.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1625.3619,-0.0545,-0.0843,-0.1268,1.7842,0.7128,0.0428,0.1236,0.2367,0.7128,-0.0009,-0.0026,-0.0001,-0.0003,-0.0033,0.0025,-0.0002,-0.001,0.0003,0.0005,0.0013,0.0013,0.0029,0.0028,0.003,-0.054,-0.0005,-0.1824,0.0981,-0.1567,0.0299,0.868,0.9162,34.6278,3.1618,618,314,304,2.1786
6474.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1617.6511,0.0428,0.1393,0.2303,4.0649,0.8264,0.0108,0.0248,0.1009,0.5516,0.0007,0.0059,-0.0013,0.0006,0.0023,0.0009,0.0003,0.0033,-0.0024,0.0011,0.0031,0.0018,0.0039,0.0045,0.0032,0.053,-0.0102,0.0992,0.0401,0.5571,-0.3268,2.7048,1.3601,37.8897,3.1559,834,437,397,2.267
8703.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1588.3888,-0.0072,-0.0528,0.0382,3.154,0.4618,0.0025,0.0317,0.039,0.4618,-0.0002,-0.0009,,-0.0002,-0.0013,0.0034,0.0001,0,0.0004,0.0009,0.0031,0.0011,0.0057,0.0085,0.003,-0.0072,,-0.1098,0.057,-0.002,0.0402,2.2731,0.8809,37.9928,3.8692,558,267,291,2.1332
3116.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1585.4314,-0.0701,-0.0391,-0.1057,2.5202,0.468,0.0308,0.0557,0.1668,0.468,-0.0011,-0.0036,-0.0035,-0.0002,-0.0054,0.0028,-0.0001,-0.0021,0.001,0.0007,0.0021,0.0013,0.004,0.0062,0.0017,-0.0284,-0.0417,-0.193,0.1539,-0.2633,0.1576,1.5538,0.9664,35.461,3.1324,846,434,412,2.2195
7860.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1560.0156,0.0262,-0.0066,-0.0448,3.444,0.749,0.0019,0.0294,0.0404,0.5877,0.0004,-0.0025,0.0039,0,-0.002,0.0019,-0.0001,0.0001,-0.0004,0.0009,0.0028,0.0017,0.0053,0.0053,0.0052,-0.0401,0.0663,-0.1064,0.0998,0.0133,-0.0581,2.1709,1.2731,38.5588,3.3729,791,396,395,2.2376
6758.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1514.3738,0.0472,-0.1064,0.0815,1.9718,0.9429,0.0972,0.5424,0.7679,0.9429,0.0007,0.0032,-0.0024,-0.0004,-0.0011,-0.0011,0.0001,0.0024,-0.0025,0.0005,0.0013,0.0012,0.0026,0.0028,0.0024,0.0617,-0.0145,-0.0591,-0.0473,0.4147,-0.3332,1.0781,0.8937,37.6136,3.1318,880,452,428,1.6816
7203.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1502.3624,0.0136,0.0517,-0.0382,1.2534,0.7054,0.0936,0.24,0.4533,0.7054,0.0002,-0.0011,0.0041,0.0002,-0.0012,0.0027,-0.0001,-0.0005,0.0003,0.0003,0.0009,0.0007,0.002,0.0031,0.0009,-0.0189,0.0325,-0.0657,0.1174,-0.0799,0.0417,0.7641,0.4893,35.8885,3.2497,861,447,414,1.8772
8511.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1468.0415,0.0607,0.0902,0.2129,4.075,0.7074,0.0011,0.017,0.0273,0.6448,0.001,-0.0024,0.004,0.0004,-0.0033,0.0033,0.0003,0.0006,0.0008,0.0011,0.0035,0.0018,0.0047,0.0061,0.0033,-0.0195,0.0802,-0.1404,0.2306,0.0862,0.1267,2.5748,1.5002,36.419,3.2667,821,406,415,2.854
4028.T,Bollingerband/DailyTrail,SMA16SD0.5,2019-09-20,1448.2231,0.2181,0.4595,0.9264,5.4895,0.5548,0.0044,0.0479,0.0861,0.5226,0.0035,0.0048,0.0072,0.0019,0.0015,0.0051,0.0012,0.0031,0.0016,0.0015,0.0037,0.0026,0.0077,0.0087,0.0067,0.0524,0.1657,0.0782,0.3813,0.6418,0.2846,3.2484,2.2411,39.8252,3.7453,801,397,404,2.164
8613.T,Bollingerband/DailyTrail,SMA4SD1.5,2019-09-20,1413.29,0.1272,0.4048,0.598,4.5331,0.2332,0.0007,0.0051,0.0239,0.1574,0.002,0.0053,0.0113,0.0016,0.0014,0.0066,0.0008,0.0011,0.0033,0.0012,0.004,0.0025,0.008,0.0104,0.0057,0.0368,0.0904,0.0421,0.3627,0.1706,0.4274,2.7158,1.8173,41.5493,3.369,710,344,366,2.5134
3401.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1396.674,-0.0089,-0.0352,-0.1564,2.1175,0.5601,0.0709,0.1731,0.2889,0.5148,-0.0001,0.0029,-0.0138,-0.0001,-0.0006,-0.0002,-0.0002,-0.0006,-0.0006,0.0006,0.0016,0.0011,0.0026,0.0036,0.0016,0.0599,-0.0688,-0.0266,-0.0086,-0.086,-0.0704,1.3486,0.7689,36.8421,3.317,798,401,397,1.9417
8233.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1392.5302,0.0815,0.3337,0.3862,2.5767,0.9231,0.0608,0.1122,0.1685,0.567,0.0013,0.0074,-0.0029,0.0013,0.0039,0.0026,0.0005,0.0011,0.0015,0.0007,0.0022,0.0012,0.0027,0.0036,0.0019,0.1189,-0.0374,0.1619,0.1718,0.1503,0.2359,1.6875,0.8892,37.9224,3.4456,799,395,404,2.1046
7242.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1391.5885,0.0346,0.5759,0.3218,3.517,0.7604,0.0228,0.2459,0.2459,0.7604,0.0005,0.0012,0.0017,0.0023,0.0023,0.0086,0.0004,0.0007,0.0016,0.0009,0.0027,0.0018,0.0051,0.0062,0.0041,0.0163,0.0183,0.1194,0.4565,0.099,0.2228,2.2843,1.2327,39.4834,3.2645,813,416,397,2.0102
7581.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1351.0992,-0.0784,-0.1459,-0.0987,3.3976,0.6172,0.0516,0.0782,0.1289,0.1289,-0.0012,-0.0013,-0.0044,-0.0006,-0.0021,-0.0013,-0.0001,0.0003,-0.0009,0.0009,0.0022,0.002,0.0062,0.0057,0.0068,-0.0214,-0.057,-0.0801,-0.0658,0.0324,-0.1311,1.8472,1.5504,40.4884,3.6401,778,394,384,2.2601
7616.T,Bollingerband/DailyTrail,SMA6SD1.3,2019-09-20,1293.943,0.0938,0.4417,0.5675,4.2618,0.0999,0.0041,0.0184,0.0844,0.0844,0.0015,0.0076,-0.0013,0.0018,0.0039,0.0055,0.0007,0.0025,0.001,0.0011,0.0029,0.0028,0.0078,0.0085,0.0069,0.0989,-0.0051,0.1724,0.2693,0.4432,0.1243,2.6697,1.5921,45.3177,4.3579,598,338,260,2.8056
5310.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1266.6236,0.3341,0.2322,0.5475,3.6379,0.4996,0.0018,0.0474,0.1004,0.4996,0.0053,0.0126,0.0059,0.0009,0.0003,0.0044,0.0007,0.0025,0.001,0.0011,0.0023,0.003,0.0061,0.0051,0.0071,0.2511,0.083,0.0128,0.2194,0.4092,0.1383,1.5531,2.0848,38.8982,3.1386,599,307,292,2.6284
9001.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1224.2597,-0.0384,-0.1324,-0.0974,1.0697,0.5002,0.03,0.1135,0.2658,0.5002,-0.0006,-0.0023,-0.0021,-0.0005,-0.0024,-0.0001,-0.0001,0,-0.0008,0.0003,0.0003,0.0012,0.002,0.0013,0.0028,-0.028,-0.0104,-0.1272,-0.0052,0.0059,-0.1033,0.23,0.8397,39.2962,3.9413,682,357,325,1.9458
8338.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1223.9924,0.0609,-0.0963,-0.3475,1.7205,0.2303,0.0014,0.0093,0.015,0.2303,0.001,0.0055,-0.0024,-0.0004,-0.003,0.0003,-0.0005,-0.0012,-0.0011,0.0005,0.0012,0.0011,0.0031,0.004,0.0023,0.0942,-0.0333,-0.1151,0.0188,-0.1658,-0.1817,0.8452,0.8753,29.0862,3.2304,777,348,429,4.4544
9474.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1220.1828,0.0819,0.2606,0.071,3.1244,0.2545,0.0094,0.0901,0.1212,0.2545,0.0013,-0.0005,0.0052,0.0011,-0.0001,0.0049,0.0001,0.0015,-0.0014,0.0008,0.0028,0.0016,0.005,0.0073,0.003,-0.0073,0.0892,-0.0067,0.2673,0.2345,-0.1635,1.94,1.1844,35.3352,3.5349,716,346,370,3.1691
4716.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1216.3099,-0.0267,0.0025,-0.1059,0.0897,0.5407,0.0841,0.123,0.1911,0.2066,-0.0004,0.0033,-0.0096,0,-0.0006,0.0005,-0.0001,0.0011,-0.0021,0,0,0.0001,0.0018,0.0012,0.0025,0.0693,-0.096,-0.0304,0.0329,0.1753,-0.2812,-0.0022,0.0919,37.4378,3.398,804,398,406,1.9811
5981.T,Bollingerband/DailyTrail,SMA6SD0.7,2019-09-20,1206.1397,0.0737,0.2923,0.7409,5.3131,0.4486,0.0008,0.012,0.0236,0.4486,0.0012,0.0018,0.0026,0.0012,0,0.004,0.001,0.0027,0.0017,0.0014,0.0028,0.0036,0.0074,0.0062,0.0087,0.024,0.0497,0.0022,0.2901,0.4414,0.2995,2.2843,3.0288,38.9976,3.4034,818,412,406,2.4103
5410.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1203.8856,0.067,0.1686,0.4807,3.7235,0.6048,0.011,0.013,0.0562,0.6048,0.0011,0.0051,-0.0022,0.0007,-0.0006,0.003,0.0006,0.002,0.0013,0.001,0.0033,0.0017,0.0059,0.0082,0.0038,0.0972,-0.0302,-0.0241,0.1927,0.2843,0.1964,2.3557,1.3678,37.5,3.2384,776,376,400,2.2293
6366.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1183.5862,-0.1807,-0.1693,-0.1283,2.3987,0.9305,0.1593,0.4117,0.4924,0.6682,-0.0029,-0.0057,-0.0207,-0.0007,-0.0046,0.0023,-0.0002,-0.0008,0,0.0006,0.002,0.0011,0.0024,0.004,0.0007,-0.0977,-0.083,-0.255,0.0857,-0.1227,-0.0056,1.6214,0.7773,35.7647,3.0012,850,440,410,1.945
7189.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1182.619,-0.038,0.2686,0.0162,1.6203,0.5854,0.0187,0.0475,0.1325,0.5854,-0.0006,-0.0029,-0.0016,0.0011,0.0014,0.0038,0,0.0004,-0.0002,0.0004,0.0012,0.0011,0.0029,0.0031,0.0028,-0.02,-0.018,0.0556,0.213,0.0521,-0.0359,0.8193,0.801,36.8353,3.3411,771,368,403,2.1856
4502.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1176.0122,0.0722,0.2517,0.3179,1.5693,0.6293,0.0898,0.1949,0.2133,0.6095,0.0011,0.0032,0.0019,0.001,0.0008,0.0029,0.0004,0.0007,0.0012,0.0004,0.0008,0.0013,0.0016,0.0009,0.0025,0.0353,0.0369,0.0377,0.214,0.1036,0.2143,0.6682,0.9011,38.4713,3.5822,785,426,359,1.9175
1766.T,Bollingerband/DailyTrail,SMA9SD0.7,2019-09-20,1174.8261,0.0142,0.1891,0.1427,4.3531,0.1896,0.0086,0.0162,0.1896,0.1896,0.0002,0.0001,0.0009,0.0008,0.0004,0.0032,0.0002,0.0008,0.0001,0.0012,0.0027,0.0024,0.0075,0.0087,0.0062,0.002,0.0122,0.0279,0.1612,0.1328,0.0099,2.4019,1.9512,39.5619,3.6753,776,419,357,2.773
5105.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1154.4324,0.0201,-0.2394,0.0111,2.8039,0.5883,0.0668,0.2235,0.405,0.5883,0.0003,-0.0047,0.0045,-0.001,-0.006,0.0014,0,-0.0008,0.0009,0.0008,0.0021,0.0015,0.0036,0.0046,0.0025,-0.0468,0.0669,-0.3158,0.0764,-0.1295,0.1406,1.7067,1.0972,37.6398,3.3255,805,419,386,1.8668
1885.T,Bollingerband/DailyTrail,SMA9SD0.4,2019-09-20,1147.9828,0.2825,0.4503,1.2692,5.3333,0.3129,0.0017,0.0686,0.0934,0.3129,0.0045,0.0038,0.0107,0.0018,0.001,0.0059,0.0017,0.0033,0.0038,0.0014,0.0035,0.0028,0.0069,0.0084,0.0055,0.069,0.2135,0.0515,0.3988,0.6682,0.601,2.9677,2.3656,41.125,3.5987,800,397,403,2.3187
8570.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1139.9889,0.0461,0.2276,0.2795,1.9054,0.7633,0.0376,0.0952,0.2476,0.651,0.0007,0.0024,0.0012,0.0009,0.0002,0.0041,0.0004,0.0005,0.0014,0.0005,0.0012,0.0013,0.0025,0.0023,0.0027,0.0312,0.0149,0.0089,0.2187,0.0866,0.1929,0.9087,0.9967,36.9048,3.019,840,432,408,1.9805
2168.T,Bollingerband/DailyTrail,SMA9SD0.5,2019-09-20,1124.2937,0.131,0.1032,0.1769,2.706,0.185,0.0142,0.045,0.1382,0.1382,0.0021,-0.0012,0.0082,0.0004,-0.003,0.0045,0.0002,0,0.0012,0.0007,0.0015,0.0018,0.005,0.005,0.005,-0.0162,0.1472,-0.1725,0.2757,0.0066,0.1703,1.1982,1.5078,35.3342,3.1965,733,361,372,3.1209
9008.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1121.6043,-0.0185,0.0671,0.4244,1.7446,0.7592,0.0492,0.2179,0.2636,0.4667,-0.0003,-0.0014,-0.0004,0.0003,0.0004,0.0013,0.0006,0.0017,0.0008,0.0005,0.0011,0.0012,0.0021,0.0021,0.0021,-0.0124,-0.0061,0.0218,0.0453,0.3191,0.1053,0.9338,0.8108,37.0166,3.7569,724,378,346,2.3032
8078.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1074.0123,0.0385,0.3034,-0.1779,2.6326,0.5977,0.0175,0.0709,0.2709,0.4414,0.0006,0.0039,-0.0023,0.0012,-0.001,0.0059,-0.0002,-0.0018,0.0006,0.0007,0.0015,0.0018,0.0054,0.0057,0.005,0.0544,-0.0159,-0.0461,0.3495,-0.2627,0.0848,1.2781,1.3545,39.3524,3.5068,803,423,380,1.9944
6104.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1071.1613,0.0622,-0.1174,-0.2403,3.1052,0.6994,0.0106,0.0856,0.1702,0.498,0.001,0.0072,-0.0041,-0.0005,0.0005,-0.0032,-0.0003,0.0018,-0.0041,0.0008,0.0028,0.0011,0.0037,0.0042,0.0031,0.0868,-0.0246,0.0223,-0.1397,0.2663,-0.5066,2.3017,0.8035,37.1532,3.2014,829,424,405,2.2786
5480.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1047.3793,0.0769,0.0609,-0.0693,2.139,0.9335,0.0116,0.1751,0.2406,0.8345,0.0012,0.0015,0.0045,0.0002,-0.0046,0.0071,-0.0001,0.0007,-0.0016,0.0006,0.0028,0.0001,0.0009,0.0033,-0.0015,0.0316,0.0453,-0.251,0.3119,0.1204,-0.1897,2.0566,0.0824,30.4562,2.7041,811,402,409,2.6776
7241.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1034.3129,0.0241,0.2907,0.4276,2.9746,0.8063,0.0094,0.0305,0.0497,0.4725,0.0004,0.0046,-0.0099,0.0012,0.0017,0.0045,0.0006,0.0014,0.0014,0.0008,0.0021,0.002,0.0032,0.0036,0.0027,0.0836,-0.0595,0.0886,0.2021,0.1937,0.2339,1.5069,1.4677,34.8485,3.1944,792,397,395,2.9433
2730.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,983.5352,0.013,-0.0117,-0.1476,3.5016,0.9115,0.0226,0.056,0.1628,0.9115,0.0002,-0.0019,0.0035,0,-0.0028,0.0023,-0.0002,-0.0007,-0.0003,0.0009,0.0028,0.0019,0.0048,0.0062,0.0035,-0.0325,0.0455,-0.1464,0.1347,-0.1073,-0.0403,2.076,1.4256,36.8201,3.4951,717,355,362,2.2898
5481.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,978.5058,-0.0787,0.2869,0.0112,2.4664,0.4724,0.0196,0.0349,0.1027,0.4724,-0.0012,-0.0074,-0.001,0.0012,-0.0045,0.0081,0,-0.002,0.0018,0.0007,0.0026,0.0005,0.0046,0.0067,0.0024,-0.0664,-0.0123,-0.1573,0.4442,-0.253,0.2642,2.0739,0.3925,36.8812,3.1609,808,404,404,2.0807
8934.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,952.1393,-0.0422,0.1039,0.1558,4.7694,0.3947,0.0205,0.0469,0.0909,0.3947,-0.0007,0.0023,-0.0103,0.0004,-0.0007,0.0028,0.0002,0.0016,-0.0008,0.0015,0.0041,0.0037,0.0087,0.0091,0.0082,0.0501,-0.0923,-0.0422,0.1461,0.2681,-0.1123,2.4305,2.3389,33.3938,2.8439,551,267,284,2.6516
6330.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,944.6114,0.0943,0.2345,0.7533,2.9744,0.8255,0.0079,0.0189,0.0555,0.8255,0.0015,0.0076,-0.0105,0.001,0.0022,0.0022,0.001,0.0029,0.0018,0.0008,0.0024,0.0013,0.0041,0.0046,0.0035,0.1675,-0.0732,0.1103,0.1242,0.437,0.3163,1.9318,1.0426,35.8156,3.1359,846,426,420,2.3785
3397.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,934.231,-0.0144,0.4887,0.6053,2.9021,0.6105,0.1085,0.1085,0.3191,0.6105,-0.0002,0.0034,-0.03,0.002,0.0041,0.0071,0.0008,0.0019,0.0024,0.0009,0.0028,0.0016,0.005,0.0065,0.0035,0.0756,-0.09,0.2675,0.2212,0.3294,0.2759,1.8905,1.0116,34.087,3.1043,575,289,286,2.5517
4681.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,926.8297,0.0314,0.1169,0.1051,1.8012,0.667,0.0198,0.1126,0.2272,0.667,0.0005,0.0011,0.0011,0.0005,0.0018,0.0001,0.0001,0.0011,-0.0004,0.0005,0.0014,0.001,0.0026,0.0031,0.002,0.0196,0.0118,0.1127,0.0042,0.1631,-0.058,1.1432,0.658,35.1166,3.5569,729,386,343,2.3296
2695.T,Bollingerband/DailyTrail,SMA13SD0.7,2019-09-20,916.9254,-0.0074,0.5695,0.9453,5.0177,0.2469,0.0471,0.0471,0.1164,0.2469,-0.0001,0.0004,-0.0009,0.0023,0.0029,0.0067,0.0013,0.0026,0.003,0.0015,0.004,0.0024,0.0091,0.0115,0.0066,0.0052,-0.0126,0.1264,0.4431,0.4954,0.4499,3.259,1.7587,41.8944,4.0965,549,284,265,2.5537
1722.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,916.8471,0.0061,-0.0534,0.0372,3.3717,0.7496,0.0059,0.0059,0.035,0.6746,0.0001,-0.0011,0.0056,-0.0002,-0.0012,0.0001,0,-0.0002,0.0004,0.0009,0.0026,0.0018,0.0059,0.0081,0.0038,-0.0217,0.0278,-0.0576,0.0042,-0.0348,0.072,1.9369,1.4348,37.6266,3.3054,691,340,351,2.5554
